City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
vorgashor,67.5833,63.95,64.08,78.0,100.0,5.48,RU,1690448001.0
guarapari,-20.6667,-40.4975,65.89,86.0,12.0,9.66,BR,1690448002.0
sinabang,2.4803,96.3801,85.15,69.0,56.0,4.14,ID,1690448002.0
tsiombe,-25.3,45.4833,73.67,40.0,0.0,17.29,MG,1690447848.0
visegrad,43.7847,19.2992,69.62,45.0,18.0,4.23,BA,1690448002.0
antonio enes,-16.2325,39.9086,77.85,55.0,18.0,11.61,MZ,1690448003.0
rio grande,-32.035,-52.0986,48.94,88.0,14.0,11.95,BR,1690448008.0
coxim,-18.5067,-54.76,67.8,43.0,2.0,4.81,BR,1690448008.0
nemuro,43.3236,145.575,65.64,93.0,100.0,3.8,JP,1690448008.0
belyy yar,53.6039,91.3903,82.29,39.0,0.0,6.71,RU,1690448009.0
san sebastian de la gomera,28.0916,-17.1133,77.38,73.0,40.0,2.3,ES,1690448009.0
vila velha,-20.3297,-40.2925,65.95,91.0,0.0,2.3,BR,1690448009.0
hrubieszow,50.805,23.8925,58.59,76.0,84.0,14.52,PL,1690448009.0
rockland,41.1668,-74.0496,74.43,90.0,87.0,6.69,US,1690448009.0
lijiang,26.8688,100.2207,70.93,76.0,95.0,4.85,CN,1690448010.0
toliara,-23.35,43.6667,79.61,30.0,0.0,1.72,MG,1690448010.0
sierra grande,-41.606,-65.3557,37.33,50.0,100.0,6.31,AR,1690448010.0
wewak,-3.5534,143.6268,79.63,85.0,67.0,3.71,PG,1690448010.0
mandiana,10.6333,-8.6833,77.92,81.0,4.0,6.24,GN,1690448011.0
salalah,17.0151,54.0924,77.47,89.0,98.0,10.98,OM,1690448011.0
opuwo,-18.0607,13.84,76.15,21.0,5.0,1.05,NA,1690447803.0
kuanda,56.3161,116.0806,73.2,69.0,95.0,6.53,RU,1690448011.0
camana,-16.6228,-72.7111,60.98,89.0,52.0,6.06,PE,1690448012.0
juan griego,11.0817,-63.9655,80.73,89.0,96.0,6.91,VE,1690448012.0
port saint john's,-31.6229,29.5448,70.54,65.0,50.0,3.18,ZA,1690448012.0
puerto santa,-8.9906,-78.6456,68.14,84.0,62.0,6.71,PE,1690448012.0
portland,45.5234,-122.6762,66.18,73.0,20.0,11.5,US,1690447748.0
el fasher,13.6279,25.3494,87.3,41.0,100.0,2.44,SD,1690448014.0
raduzhny,62.0961,77.475,70.36,67.0,97.0,5.84,RU,1690448014.0
ambalangoda,6.2355,80.0538,83.61,71.0,94.0,10.78,LK,1690448014.0
khandyga,62.6667,135.6,70.95,36.0,0.0,8.7,RU,1690448014.0
celso ramos,-27.6344,-51.3364,54.73,96.0,100.0,1.61,BR,1690448015.0
nizhyn,51.048,31.8869,69.24,88.0,100.0,11.52,UA,1690448015.0
belaya kholunitsa,58.84,50.8528,78.26,66.0,65.0,10.6,RU,1690448015.0
san antonio de pale,-1.4014,5.6325,72.95,90.0,94.0,10.71,GQ,1690448015.0
natal,-5.795,-35.2094,74.05,100.0,40.0,4.61,BR,1690448016.0
oeiras,-7.0253,-42.1311,69.13,65.0,4.0,8.23,BR,1690448016.0
antalaha,-14.9003,50.2788,74.98,73.0,40.0,16.11,MG,1690448016.0
assab,13.0092,42.7394,95.18,53.0,8.0,13.04,ER,1690448016.0
egilsstadir,65.2653,-14.3948,44.51,87.0,100.0,10.36,IS,1690448017.0
bardsir,29.9227,56.5743,93.54,8.0,1.0,11.59,IR,1690448017.0
pagar alam,-4.0167,103.2667,77.14,86.0,89.0,1.3,ID,1690448017.0
badger,64.8,-147.5333,73.31,79.0,0.0,0.0,US,1690448017.0
alaghsas,17.0187,8.0168,87.69,58.0,72.0,10.36,NE,1690448018.0
port moresby,-9.4431,147.1797,78.22,83.0,75.0,23.02,PG,1690447913.0
fale old settlement,-9.3852,-171.2468,83.21,75.0,39.0,14.81,TK,1690448018.0
embi,48.8264,58.1442,90.88,25.0,19.0,10.74,KZ,1690448018.0
hirara,24.8,125.2833,80.87,94.0,75.0,20.71,JP,1690448019.0
ndele,8.4109,20.6473,79.83,74.0,100.0,5.35,CF,1690448019.0
bodo,67.28,14.405,66.24,72.0,40.0,3.44,NO,1690448020.0
mocimboa,-11.3167,40.35,80.94,57.0,94.0,14.0,MZ,1690448020.0
zheleznodorozhnyy,55.7503,38.0042,73.62,74.0,100.0,2.06,RU,1690448020.0
rokytne,51.2796,27.214,56.3,96.0,100.0,13.27,UA,1690448020.0
nichinan,31.6,131.3667,85.68,78.0,72.0,5.23,JP,1690447854.0
cotoca,-17.8167,-63.05,62.46,57.0,100.0,7.67,BO,1690448026.0
haiku-pauwela,20.9219,-156.3051,75.04,90.0,40.0,20.71,US,1690448026.0
bayganin,48.6947,55.8742,90.25,27.0,4.0,9.1,KZ,1690448026.0
alesund,62.4723,6.1549,62.91,93.0,100.0,8.05,NO,1690448026.0
luderitz,-26.6481,15.1594,61.75,47.0,0.0,8.05,NA,1690447806.0
nabire,-3.3667,135.4833,81.1,78.0,52.0,1.95,ID,1690448027.0
ilinge,-31.9768,27.0427,60.49,30.0,0.0,10.07,ZA,1690448027.0
howard springs,-12.497,131.047,80.51,46.0,98.0,4.45,AU,1690448027.0
gargalianoi,37.0667,21.6333,89.35,59.0,0.0,14.07,GR,1690448027.0
boyolangu,-8.1181,111.8935,76.44,72.0,68.0,9.4,ID,1690448028.0
miles city,46.4083,-105.8406,70.77,60.0,75.0,16.11,US,1690448028.0
nizhneangarsk,55.7833,109.55,54.36,95.0,100.0,2.93,RU,1690448028.0
leava,-14.3,-178.1667,79.83,72.0,99.0,13.78,WF,1690447889.0
tamanrasset,22.785,5.5228,91.31,10.0,0.0,23.02,DZ,1690448029.0
sanandaj,35.3144,46.9923,93.22,14.0,0.0,6.91,IR,1690448029.0
wilmington,34.2257,-77.9447,80.51,89.0,44.0,2.93,US,1690448029.0
markovo,57.3206,107.0881,75.25,72.0,95.0,4.21,RU,1690448029.0
plainview,40.7765,-73.4673,76.78,91.0,40.0,10.36,US,1690448029.0
ust'-uda,54.1742,103.0304,73.38,62.0,48.0,8.03,RU,1690448030.0
betio village,1.358,172.9211,78.84,76.0,42.0,8.43,KI,1690448030.0
mournies,35.4764,24.0092,90.0,48.0,0.0,14.97,GR,1690448030.0
chegdomyn,51.1167,133.0167,79.9,58.0,43.0,3.27,RU,1690448030.0
bubaque,11.2833,-15.8333,81.95,80.0,70.0,9.84,GW,1690448031.0
jayapura,-2.5333,140.7,81.79,86.0,100.0,4.52,ID,1690448031.0
mamuju,-2.6748,118.8885,83.3,74.0,22.0,8.95,ID,1690448031.0
manokwari,-0.8667,134.0833,81.27,80.0,35.0,3.0,ID,1690448031.0
luang namtha,20.9497,101.4011,92.14,48.0,100.0,6.53,LA,1690448031.0
hilo,19.7297,-155.09,76.28,100.0,97.0,1.01,US,1690448032.0
sakakah,29.9697,40.2064,103.57,9.0,45.0,3.53,SA,1690448032.0
mayna,54.1135,47.6231,87.71,40.0,19.0,16.26,RU,1690448032.0
sabang,5.8933,95.3214,82.71,79.0,59.0,20.49,ID,1690448032.0
kittila,67.6647,24.8936,64.54,63.0,75.0,4.61,FI,1690448033.0
bonthe,7.5264,-12.505,79.99,81.0,83.0,5.5,SL,1690448033.0
solnechnyy,50.7214,136.6319,79.25,65.0,62.0,1.92,RU,1690448033.0
tieli,46.95,128.05,79.56,84.0,57.0,13.18,CN,1690448033.0
sudak,44.85,34.9667,80.67,63.0,4.0,7.81,UA,1690448034.0
paragominas,-2.9667,-47.4833,69.1,99.0,11.0,2.93,BR,1690448034.0
mil'kovo,55.6078,37.7956,73.6,71.0,100.0,3.87,RU,1690448034.0
kingston,17.997,-76.7936,83.35,82.0,40.0,16.11,JM,1690447866.0
puerto cortez,15.8333,-87.95,79.21,86.0,7.0,3.65,HN,1690448039.0
mana,5.6592,-53.7767,75.54,91.0,58.0,7.36,GF,1690448039.0
necochea,-38.5473,-58.7368,45.91,79.0,99.0,9.28,AR,1690448039.0
saynshand,44.8824,110.1163,88.14,17.0,5.0,9.08,MN,1690448039.0
saint-joseph,-21.3667,55.6167,76.48,75.0,80.0,10.63,RE,1690448040.0
dalby,-27.1833,151.2667,57.27,57.0,0.0,11.52,AU,1690448040.0
wuxue,29.8506,115.5525,89.94,70.0,12.0,7.29,CN,1690448040.0
tadine,-21.55,167.8833,67.15,65.0,100.0,19.01,NC,1690448040.0
ulanhot,46.0833,122.0833,85.19,63.0,14.0,7.25,CN,1690448041.0
courtenay,49.6866,-124.9936,64.33,63.0,0.0,9.22,CA,1690448046.0
hengchun,22.0042,120.7439,80.1,92.0,100.0,39.73,TW,1690448046.0
vertientes,21.2594,-78.1464,75.69,95.0,100.0,6.64,CU,1690448046.0
loiza,18.4313,-65.8802,82.08,86.0,20.0,3.44,PR,1690448047.0
pithoragarh,29.5833,80.2167,76.32,73.0,100.0,3.87,IN,1690448047.0
cambria,35.5641,-121.0808,66.97,75.0,5.0,5.17,US,1690448047.0
basco,20.4487,121.9702,84.58,73.0,100.0,24.14,PH,1690448047.0
bosaso,11.2842,49.1816,100.38,30.0,0.0,24.16,SO,1690448047.0
qacha's nek,-30.1154,28.6894,58.96,30.0,0.0,17.65,LS,1690448048.0
preobrazheniye,42.9019,133.9064,73.81,84.0,4.0,6.85,RU,1690448048.0
kirensk,57.7853,108.1119,83.37,48.0,93.0,2.26,RU,1690448048.0
talitsa,56.8804,60.0213,77.54,44.0,34.0,8.23,RU,1690448048.0
minsk mazowiecki,52.1794,21.5725,68.23,59.0,37.0,11.12,PL,1690448049.0
jiwani,25.05,61.7417,84.18,77.0,46.0,13.6,PK,1690448049.0
camiri,-20.05,-63.5167,55.6,69.0,58.0,1.01,BO,1690448049.0
walvis bay,-22.9575,14.5053,54.09,100.0,100.0,5.75,NA,1690447850.0
leninaul,43.0914,46.5743,89.62,38.0,0.0,10.83,RU,1690448050.0
puerto armuelles,8.2833,-82.8667,82.09,70.0,75.0,3.0,PA,1690448051.0
hobyo,5.3505,48.5268,83.16,61.0,54.0,28.1,SO,1690448051.0
mar del plata,-38.0023,-57.5575,47.08,93.0,100.0,18.01,AR,1690448051.0
hithadhoo,-0.6,73.0833,83.46,77.0,6.0,13.49,MV,1690448051.0
mariehamn,60.0973,19.9348,64.26,72.0,0.0,5.75,AX,1690447936.0
cockburn town,21.4612,-71.1419,82.94,79.0,100.0,19.91,TC,1690448052.0
callao,-12.0667,-77.15,68.29,77.0,100.0,9.22,PE,1690448052.0
lom sak,16.7798,101.2422,96.69,44.0,20.0,12.66,TH,1690448052.0
tevriz,57.509,72.4042,72.18,62.0,66.0,4.09,RU,1690448052.0
punta del este,-34.9667,-54.95,50.11,78.0,75.0,21.0,UY,1690448053.0
nueve de julio,-35.4444,-60.8831,40.48,72.0,100.0,5.41,AR,1690448053.0
arno,60.1167,18.6333,61.79,51.0,75.0,5.59,SE,1690448053.0
namibe,-15.1961,12.1522,63.23,88.0,100.0,0.0,AO,1690448053.0
coari,-4.085,-63.1414,71.91,66.0,69.0,2.95,BR,1690448054.0
barra de santo antonio,-9.4047,-35.5072,69.08,83.0,65.0,0.6,BR,1690448054.0
ancud,-41.8697,-73.8203,46.26,96.0,100.0,10.94,CL,1690448054.0
xinyu,27.8043,114.9334,88.56,69.0,37.0,9.6,CN,1690448054.0
aleksandrov gay,50.147,48.5704,92.8,30.0,3.0,5.68,RU,1690448054.0
chilliwack,49.1747,-121.9443,59.52,87.0,68.0,1.01,CA,1690448055.0
amga,60.8953,131.9608,74.55,49.0,90.0,4.52,RU,1690448055.0
kruisfontein,-34.0033,24.7314,60.89,58.0,0.0,2.59,ZA,1690447862.0
alice springs,-23.7,133.8833,71.15,56.0,100.0,0.0,AU,1690447888.0
demre,36.2537,29.9777,95.05,31.0,0.0,7.25,TR,1690448056.0
patti,31.2808,74.8572,87.87,56.0,80.0,5.84,IN,1690448056.0
anadyr,64.75,177.4833,54.1,81.0,100.0,8.01,RU,1690448056.0
yeraliyev,43.2,51.65,89.33,35.0,0.0,5.32,KZ,1690448056.0
katabu,-4.9333,122.5167,79.61,75.0,79.0,6.2,ID,1690448056.0
kudahuvadhoo,2.6708,72.8944,83.26,71.0,95.0,3.6,MV,1690447870.0
kindia,10.0569,-12.8658,74.86,91.0,85.0,0.54,GN,1690448057.0
villa gesell,-37.2639,-56.973,41.05,92.0,30.0,11.59,AR,1690448057.0
palmer,42.1584,-72.3287,71.1,90.0,0.0,6.91,US,1690448062.0
guiuan,11.0333,125.7247,85.57,73.0,99.0,12.53,PH,1690448062.0
askoy,60.4092,5.226,65.03,48.0,75.0,4.61,NO,1690448063.0
el calafate,-50.3408,-72.2768,24.1,73.0,100.0,2.33,AR,1690448064.0
dadukou,26.5479,101.7054,88.09,56.0,100.0,1.34,CN,1690448064.0
butterworth,5.3991,100.3638,91.45,66.0,20.0,8.05,MY,1690447813.0
tokar,18.4254,37.729,103.71,27.0,8.0,30.58,SD,1690447862.0
fehmarn,54.4378,11.1935,66.07,72.0,88.0,13.94,DE,1690448066.0
ngama,11.7833,17.1667,78.85,72.0,100.0,12.3,TD,1690448066.0
sorong,-0.8833,131.25,82.8,76.0,40.0,14.54,ID,1690447976.0
kafr saqr,30.7934,31.6258,104.09,14.0,0.0,5.14,EG,1690448066.0
grand rapids,42.9634,-85.6681,69.75,96.0,8.0,5.12,US,1690448066.0
brigantine,39.4101,-74.3646,77.14,96.0,82.0,3.0,US,1690448067.0
bafoulabe,13.8065,-10.8321,83.93,73.0,27.0,8.05,ML,1690447848.0
port shepstone,-30.7414,30.455,69.48,78.0,70.0,13.18,ZA,1690448067.0
buala,-8.145,159.5921,78.84,89.0,100.0,8.1,SB,1690448067.0
kamyzyak,46.11,48.0736,93.18,30.0,0.0,17.9,RU,1690448068.0
bratsk,56.1325,101.6142,72.09,61.0,82.0,5.48,RU,1690448068.0
coyhaique,-45.5752,-72.0662,29.64,98.0,99.0,1.66,CL,1690448068.0
maues,-3.3836,-57.7186,71.96,68.0,0.0,2.93,BR,1690447785.0
karratha,-20.7377,116.8463,74.3,40.0,79.0,5.84,AU,1690448068.0
san isidro de curuguaty,-24.5167,-55.7,59.76,91.0,79.0,3.09,PY,1690448069.0
dores do indaia,-19.4633,-45.6017,58.03,59.0,0.0,1.59,BR,1690448069.0
vila vicosa,38.7777,-7.4179,68.68,60.0,36.0,7.4,PT,1690448069.0
mount isa,-20.7333,139.5,73.17,60.0,40.0,6.91,AU,1690448023.0
les cayes,18.2,-73.75,79.97,82.0,100.0,10.6,HT,1690448069.0
shohimardon,39.9839,71.8028,93.97,42.0,65.0,12.73,UZ,1690448070.0
cooper's town,26.8667,-77.5167,84.06,73.0,96.0,11.81,BS,1690448070.0
turkmenbasy,40.0222,52.9552,90.37,35.0,0.0,9.22,TM,1690448070.0
amursk,50.2261,136.8994,82.06,58.0,30.0,3.53,RU,1690448070.0
san jose de jachal,-30.2406,-68.7469,46.92,51.0,82.0,2.51,AR,1690448070.0
gadzhiyevo,69.2551,33.3362,55.38,85.0,100.0,3.27,RU,1690448071.0
jaru,-10.4389,-62.4664,68.97,62.0,20.0,0.72,BR,1690448071.0
cabo san lucas,22.8909,-109.9124,84.51,80.0,91.0,7.0,MX,1690448071.0
acarau,-2.8856,-40.12,75.27,88.0,28.0,14.58,BR,1690448071.0
nuku'alofa,-21.1333,-175.2,66.54,94.0,75.0,2.3,TO,1690447830.0
port douglas,-16.4833,145.4667,71.91,79.0,83.0,14.0,AU,1690447836.0
antsiranana,-12.2787,49.2917,86.76,39.0,20.0,24.16,MG,1690448072.0
lobujya,27.95,86.8167,43.5,87.0,100.0,6.46,NP,1690448072.0
zholymbet,51.7433,71.7122,77.11,43.0,89.0,14.12,KZ,1690448072.0
anshun,26.25,105.9333,73.62,84.0,100.0,4.76,CN,1690448073.0
trujillo,-8.116,-79.03,67.96,88.0,20.0,5.75,PE,1690448073.0
ribadeo,43.5325,-7.0991,72.91,65.0,23.0,1.61,ES,1690448073.0
lodja,-3.4833,23.4333,95.79,22.0,34.0,1.92,CD,1690448074.0
parli vaijnath,18.85,76.5333,77.0,87.0,100.0,16.4,IN,1690448074.0
zaozersk,69.4005,32.4476,55.4,85.0,100.0,3.91,RU,1690448074.0
zemio,5.0314,25.1361,72.1,89.0,100.0,4.56,CF,1690448074.0
robore,-18.3333,-59.75,61.38,92.0,98.0,3.13,BO,1690448074.0
extrema,-22.8547,-46.3183,59.0,59.0,33.0,3.96,BR,1690448075.0
waingapu,-9.6567,120.2641,81.12,55.0,16.0,12.26,ID,1690448080.0
jumla,29.2747,82.1838,68.67,88.0,100.0,3.98,NP,1690448080.0
pingzhuang,42.0372,119.2889,89.01,51.0,86.0,14.61,CN,1690448080.0
murghob,38.1702,73.9667,66.7,23.0,90.0,3.29,TJ,1690448081.0
axim,4.8699,-2.2405,77.76,85.0,100.0,5.57,GH,1690448082.0
kuqa,41.7278,82.9364,98.96,14.0,83.0,8.25,CN,1690448082.0
selebi-phikwe,-21.979,27.8498,71.76,39.0,0.0,7.05,BW,1690448082.0
pathein,16.7833,94.7333,87.89,65.0,28.0,15.97,MM,1690448082.0
urangan,-25.3,152.9,66.61,64.0,96.0,12.73,AU,1690448083.0
pierre,44.3683,-100.351,77.27,69.0,98.0,4.0,US,1690448083.0
tanabe,33.7333,135.3667,83.41,74.0,75.0,4.61,JP,1690448083.0
kenora,49.8167,-94.4337,67.17,94.0,40.0,5.75,CA,1690448083.0
obama,35.4958,135.746,90.95,77.0,3.0,2.51,JP,1690447979.0
choyr,46.3611,108.3611,80.98,24.0,5.0,9.75,MN,1690448084.0
barcelos,41.5388,-8.6151,64.85,73.0,29.0,5.1,PT,1690448084.0
nishinoomote,30.7333,131.0,82.96,100.0,75.0,9.22,JP,1690447922.0
chulakkurgan,43.765,69.1814,97.81,18.0,96.0,10.38,KZ,1690448084.0
burela de cabo,43.65,-7.4,66.16,69.0,12.0,3.51,ES,1690448084.0
mossel bay,-34.1831,22.146,60.73,70.0,0.0,5.86,ZA,1690448085.0
saldanha,-33.0117,17.9442,55.45,73.0,100.0,12.41,ZA,1690448085.0
emerald,-23.5333,148.1667,63.34,64.0,92.0,7.83,AU,1690448085.0
gorontalo,0.5412,123.0595,83.16,73.0,51.0,6.4,ID,1690447867.0
boysun,38.2061,67.1986,97.84,9.0,1.0,11.92,UZ,1690448086.0
desaguadero,-16.5656,-69.0417,36.07,83.0,1.0,5.28,PE,1690448086.0
bisert',56.8617,59.0523,77.45,57.0,37.0,8.28,RU,1690448086.0
carnarvon,-24.8667,113.6333,64.83,51.0,0.0,15.97,AU,1690448086.0
ulladulla,-35.35,150.4667,59.97,51.0,0.0,9.55,AU,1690448087.0
xining,36.6167,101.7667,72.43,48.0,91.0,7.76,CN,1690448087.0
kitimat,54.0524,-128.6534,57.9,68.0,48.0,0.81,CA,1690448087.0
arkhangel'sk,64.5401,40.5433,69.1,60.0,88.0,7.27,RU,1690447915.0
quatre cocos,-20.2078,57.7625,77.11,73.0,74.0,13.8,MU,1690448087.0
nakatsugawa,35.4833,137.5,83.1,85.0,100.0,4.61,JP,1690447981.0
knezha,43.5,24.0833,65.93,31.0,98.0,26.42,BG,1690448088.0
mpophomeni,-29.5682,30.1862,73.71,23.0,0.0,3.67,ZA,1690448088.0
ahmadpur,18.7,76.9333,74.79,91.0,100.0,14.92,IN,1690448088.0
belomorsk,64.5232,34.7668,68.92,58.0,4.0,2.73,RU,1690448089.0
ust'-barguzin,53.45,108.9833,60.21,84.0,100.0,2.39,RU,1690448089.0
nikolayevsk-on-amure,53.1406,140.73,76.12,66.0,84.0,3.74,RU,1690448089.0
progreso,21.2833,-89.6667,77.4,95.0,100.0,5.46,MX,1690448089.0
yemetsk,63.4721,41.7941,64.9,91.0,88.0,8.75,RU,1690448089.0
tambo,-14.8,-73.9167,30.54,12.0,0.0,5.77,PE,1690448090.0
slave lake,55.2834,-114.769,55.38,94.0,100.0,0.0,CA,1690448090.0
dhuusamarreeb,5.535,46.3861,90.86,33.0,9.0,24.07,SO,1690448090.0
iquique,-20.2208,-70.1431,64.44,81.0,36.0,2.73,CL,1690448091.0
phan thiet,10.9333,108.1,82.15,82.0,100.0,12.66,VN,1690447825.0
grajau,-5.8194,-46.1386,69.3,57.0,1.0,2.73,BR,1690448091.0
sept-iles,50.2001,-66.3821,64.4,86.0,100.0,3.44,CA,1690448091.0
yen vinh,18.6667,105.6667,99.59,42.0,100.0,6.62,VN,1690447803.0
ar rutbah,33.0381,40.2848,100.8,12.0,0.0,5.1,IQ,1690448092.0
usogorsk,63.4106,48.6872,64.0,79.0,100.0,11.03,RU,1690448097.0
acajutla,13.5928,-89.8275,79.84,71.0,12.0,6.04,SV,1690448097.0
taoudenni,22.6783,-3.9836,104.94,22.0,61.0,10.13,ML,1690448097.0
baise city,23.8997,106.6133,93.74,58.0,98.0,2.53,CN,1690447946.0
radhanpur,23.8333,71.6,92.88,55.0,100.0,14.23,IN,1690448098.0
diego de almagro,-26.3667,-70.05,49.48,82.0,90.0,1.66,CL,1690448098.0
karachi,24.9056,67.0822,91.22,58.0,40.0,13.8,PK,1690447829.0
aykhal,66.0,111.5,59.45,66.0,100.0,6.62,RU,1690447895.0
uturoa,-16.7333,-151.4333,78.39,83.0,66.0,9.17,PF,1690448099.0
onega,63.9061,38.1404,63.39,68.0,26.0,8.72,RU,1690448099.0
bahia de kino,28.8333,-111.9333,84.92,73.0,4.0,13.38,MX,1690448099.0
lukolela,-1.0605,17.1821,87.1,45.0,67.0,4.97,CD,1690448100.0
yeppoon,-23.1333,150.7333,67.78,71.0,98.0,17.31,AU,1690448100.0
lamu,-2.2717,40.902,80.82,69.0,47.0,14.36,KE,1690448100.0
mek'ele,13.4967,39.4753,73.87,52.0,46.0,12.03,ET,1690448101.0
timimoun,29.2639,0.231,98.98,8.0,0.0,10.36,DZ,1690448101.0
sao joao dos patos,-6.495,-43.7022,64.8,61.0,2.0,4.79,BR,1690448101.0
pyin oo lwin,22.0333,96.4667,76.46,76.0,100.0,5.17,MM,1690448102.0
nuevo casas grandes,30.4167,-107.9167,78.66,33.0,4.0,4.94,MX,1690448102.0
margate,51.3813,1.3862,65.7,90.0,100.0,8.99,GB,1690448102.0
namsos,64.4662,11.4957,66.11,68.0,40.0,8.05,NO,1690448103.0
amatlan de los reyes,18.8333,-96.9167,66.45,92.0,100.0,4.61,MX,1690448103.0
chinde,26.8418,88.0763,74.03,81.0,99.0,2.44,NP,1690448103.0
sarakhs,36.5449,61.1577,105.13,16.0,6.0,21.72,IR,1690448104.0
qaisumah,28.3112,46.1273,112.96,7.0,0.0,16.11,SA,1690448104.0
wamba,8.9333,8.6,84.02,67.0,63.0,4.12,NG,1690448104.0
al burayqah,30.4062,19.5739,84.61,76.0,0.0,15.52,LY,1690448104.0
island harbour,50.724,-1.2758,66.31,96.0,100.0,5.99,GB,1690448105.0
pemangkat,1.1667,108.9667,86.52,63.0,14.0,18.68,ID,1690448105.0
alto barinas,8.5931,-70.2261,72.12,95.0,100.0,3.96,VE,1690448105.0
kusheriki,10.5328,6.4422,81.48,72.0,100.0,6.6,NG,1690448106.0
middlebury (village),44.0153,-73.1673,73.94,79.0,40.0,3.44,US,1690448106.0
karasburg,-28.0167,18.75,59.86,21.0,0.0,6.42,NA,1690448106.0
galliano,29.4422,-90.2992,77.0,79.0,0.0,0.54,US,1690448106.0
klaksvik,62.2266,-6.589,49.12,92.0,93.0,10.02,FO,1690448107.0
